ni,nc,method,par,true_value,value,se
100,10,J,f,2,7.776056510147956,1.899106454104185
500,10,J,f,2,8.7964064300534055,3.1434580413624644
1e3,10,J,f,2,-4.937801172089497,1.7414991315454245
100,25,J,f,2,2.2636444558011704,3.2081535840407014
500,25,J,f,2,-1.7144770442066775,1.625308315269649
1e3,25,J,f,2,-8.382941416095987,0.5695772133767605
100,50,J,f,2,-3.928201703900368,3.962512063793838
500,50,J,f,2,8.432713982429743,0.284709925763309
1e3,50,J,f,2,-0.7056847949737342,1.0249609472230077
100,10,N,f,2,1.3457538028788831,3.445466815494001
500,10,N,f,2,-0.2710120007581276,2.2815235583111644
1e3,10,N,f,2,-7.586664641180635,0.9650451336055994
100,25,N,f,2,-10.918180690016474,2.8802104014903307
500,25,N,f,2,6.79243482598834,1.4985588220879436
1e3,25,N,f,2,-1.4484899083258957,0.0029918020591139793
100,50,N,f,2,-3.143605054260939,0.6804216969758272
500,50,N,f,2,4.094404593731214,3.544192973524332
1e3,50,N,f,2,2.8121582872832613,2.3096650103107095
100,10,G,v,2,19.329039864330383,1.3080861354246736
500,10,G,v,2,4.005050792354732,0.45442879013717175
1e3,10,G,v,2,13.839561307504306,2.0721208546310663
100,25,G,v,2,4.457480120159597,2.015579997561872
500,25,G,v,2,5.08183178159279,3.015602633357048
1e3,25,G,v,2,2.527976871485233,3.3264319952577353
100,50,G,v,2,3.760941183700842,1.7940003294497728
500,50,G,v,2,3.413467953475512,0.15636952593922615
1e3,50,G,v,2,4.558243503128286,1.6034368388354778
100,10,J,v,2,1.6142166236664774,1.7537379041314125
500,10,J,v,2,8.78250012285842,0.06744711566716433
1e3,10,J,v,2,4.749367409869741,3.506222179159522
100,25,J,v,2,8.587841546518977,0.24089302029460669
500,25,J,v,2,-7.838838840517393,2.525859734043479
1e3,25,J,v,2,-0.5759280981870178,3.440205091610551
100,50,J,v,2,3.8898719270017414,0.7962948828935623
500,50,J,v,2,3.419504956397403,3.063876945525408
1e3,50,J,v,2,-6.517470463717627,2.4305724054574966
100,10,N,v,2,-5.2655225540275925,3.399047882296145
500,10,N,v,2,13.598654331330952,0.10381867084652185
1e3,10,N,v,2,-0.22730535627313175,1.8675154065713286
100,25,N,v,2,9.27705182758471,2.1384442253038287
500,25,N,v,2,15.522818977888306,0.11797212436795235
1e3,25,N,v,2,1.8370891214556344,1.8193291537463665
100,50,N,v,2,6.706374363774972,2.4470876762643456
500,50,N,v,2,5.862316715444717,1.334987411275506
1e3,50,N,v,2,-2.8188046402111917,1.3718488374724984
100,10,G,z,2,4.294592184908245,1.9152800180017948
500,10,G,z,2,5.059299775249626,2.4001188967376947
1e3,10,G,z,2,-8.418170530192127,3.0875363079831004
100,25,G,z,2,-13.55731985552292,3.0809700526297092
500,25,G,z,2,-2.329601271610101,0.7322081420570612
1e3,25,G,z,2,1.7461650360759111,3.6095095621421933
100,50,G,z,2,-2.755626594011102,2.3621706552803516
500,50,G,z,2,-5.301411221956152,0.5728361299261451
1e3,50,G,z,2,3.049750637510215,2.3787745777517557
100,10,J,z,2,-4.792520397506374,1.1535965986549854
500,10,J,z,2,-3.8240110146005115,1.7459182683378458
1e3,10,J,z,2,-8.128145542218139,1.0123758548870683
100,25,J,z,2,1.4518910669178626,1.117291647940874
500,25,J,z,2,-0.5360116355058877,1.7948475340381265
1e3,25,J,z,2,-9.742541375583695,1.1761168967932463
100,50,J,z,2,-7.024849043472196,2.7875872114673257
500,50,J,z,2,2.5471838335762933,2.8333108499646187
1e3,50,J,z,2,5.74096221802732,2.4985189139842987
100,10,N,z,2,8.775639073800003,0.8991222381591797
500,10,N,z,2,1.8765297284040627,2.3660492235794663
1e3,10,N,z,2,21.53103009718691,0.8782724142074585
100,25,N,z,2,7.093633926093478,1.5103085348382592
500,25,N,z,2,3.927736871826707,3.1062894063070416
1e3,25,N,z,2,-7.949430741397606,2.438826252706349
100,50,N,z,2,-0.772844099182048,0.5562703823670745
500,50,N,z,2,-4.426727189994993,3.4558678809553385
1e3,50,N,z,2,-3.899772703140389,3.0520900962874293
100,10,G,o,2,8.026822184091333,0.535896566696465
500,10,G,o,2,-22.19598354405938,3.90113194193691
1e3,10,G,o,2,-5.940179660936896,2.8167647244408727
100,25,G,o,2,7.0059795691627755,3.1266148844733834
500,25,G,o,2,1.0353834935294723,3.1671115588396788
1e3,25,G,o,2,8.39527265139281,0.7737378878518939
100,50,G,o,2,10.025995613271206,2.478896077722311
500,50,G,o,2,3.9117979721378915,3.1885209921747446
1e3,50,G,o,2,0.2108748932413571,0.9341177418828011
100,10,J,o,2,-0.8100667113652396,3.232608816586435
500,10,J,o,2,3.81976936013822,2.713169018737972
1e3,10,J,o,2,-2.7426418026959896,0.6038058279082179
100,25,J,o,2,-7.19673974938342,3.0803132290020585
500,25,J,o,2,-0.4320961687396965,1.7796528087928891
1e3,25,J,o,2,9.484110195634571,0.18740401323884726
100,50,J,o,2,-15.702626260165736,1.2794021097943187
500,50,J,o,2,-5.170933811847665,3.755426992662251
1e3,50,J,o,2,14.646096849735148,2.566139913164079
100,10,N,o,2,-1.2078108481964853,0.32479990646243095
500,10,N,o,2,-10.228934297611307,1.2591375494375825
1e3,10,N,o,2,-1.7585812541550019,1.6211347738280892
100,25,N,o,2,-9.884712274675936,1.2261967416852713
500,25,N,o,2,9.829880673002428,3.2128344448283315
1e3,25,N,o,2,4.87639177060543,1.9962318912148476
100,50,N,o,2,-1.8874194893325162,3.9267817307263613
500,50,N,o,2,4.035047786437426,3.399876798503101
1e3,50,N,o,2,3.950858020489904,1.6739284368231893
100,10,G,x,-0.5,-4.943345008800522,0.027370661264285445
500,10,G,x,-0.5,0.6568404222667052,0.21290274226339534
1e3,10,G,x,-0.5,1.9769499966584556,0.1710720721166581
100,25,G,x,-0.5,0.08276821460090744,0.106608307803981
500,25,G,x,-0.5,-0.9919150505301059,0.12401345861144364
1e3,25,G,x,-0.5,-1.568722357362975,0.15182746498612687
100,50,G,x,-0.5,-0.7950416181612399,0.023506083176471293
500,50,G,x,-0.5,-2.2012497904354507,0.056106478441506624
1e3,50,G,x,-0.5,0.35007506226818463,0.15154003794305027
100,10,J,x,-0.5,3.2076064429685545,0.03178698616102338
500,10,J,x,-0.5,-0.5684542052476993,0.1764063820010051
1e3,10,J,x,-0.5,-3.504627957227072,0.2209864077740349
100,25,J,x,-0.5,-0.1906133733111715,0.04899533424759284
500,25,J,x,-0.5,-2.573831884197094,0.1809019018546678
1e3,25,J,x,-0.5,-4.254368698258663,0.1550356949446723
100,50,J,x,-0.5,2.9551792209803085,0.22275110939517617
500,50,J,x,-0.5,4.922227683156851,0.23489797784714028
1e3,50,J,x,-0.5,-4.356010220558341,0.15864492463879287
100,10,N,x,-0.5,-0.1668092900591726,0.07343888387549669
500,10,N,x,-0.5,-4.788150527113593,0.05290838883956894
1e3,10,N,x,-0.5,1.7649589897876439,0.1895486239809543
100,25,N,x,-0.5,-1.875964718849266,0.10876865568570793
500,25,N,x,-0.5,0.16398059514889296,0.16200354817556217
1e3,25,N,x,-0.5,2.1714728776060435,0.0334180926438421
100,50,N,x,-0.5,-0.1528035968836225,0.11660354147898033
500,50,N,x,-0.5,-4.5136864055329795,0.23958790686447173
1e3,50,N,x,-0.5,-1.1003616520288335,0.1318369866348803
100,10,G,f,-0.5,2.713857070128002,0.1394489073427394
500,10,G,f,-0.5,0.023497995106659175,0.11711016588378698
1e3,10,G,f,-0.5,-1.1824688307488027,0.2337417755043134
100,25,G,f,-0.5,-5.351810374424001,0.018175727571360767
500,25,G,f,-0.5,-4.115679628330248,0.07767196593340486
1e3,25,G,f,-0.5,2.1638830112337804,0.11909892066614702
100,50,G,f,-0.5,3.217287124107645,0.1102543959277682
500,50,G,f,-0.5,-2.621853228595426,0.2486340866307728
1e3,50,G,f,-0.5,-6.182625014319719,0.2237733856891282
100,10,J,f,-0.5,4.202986306294624,0.10852878098376095
500,10,J,f,-0.5,3.305089392745694,0.0505641796044074
1e3,10,J,f,-0.5,1.2005717704993415,0.02241013414459303
100,25,J,f,-0.5,-6.666547500522534,0.2407186550553888
500,25,J,f,-0.5,-1.3517478110761276,8.369596907868981e-4
1e3,25,J,f,-0.5,1.4396070609021918,0.032607570465188473
100,50,J,f,-0.5,-0.53466989064679,0.2283510792767629
500,50,J,f,-0.5,1.2100282308209935,0.051185085147153586
1e3,50,J,f,-0.5,-0.6436023732828025,0.015007709909696132
100,10,N,f,-0.5,-2.009817318430569,0.14625957742100582
500,10,N,f,-0.5,-0.07298487997831882,0.0900693599251099
1e3,10,N,f,-0.5,1.1206522216842534,0.010840715782251209
100,25,N,f,-0.5,-4.313375147442364,0.24604768387507647
500,25,N,f,-0.5,2.559133099329321,0.0437974656233564
1e3,25,N,f,-0.5,-1.3856319999008093,0.14025936502730474
100,50,N,f,-0.5,-3.4441852249300227,4.8692181007936597e-4
500,50,N,f,-0.5,3.301581210526745,0.20168573665432632
1e3,50,N,f,-0.5,0.8847016852654335,0.14184551819926128
100,10,G,v,-0.5,-0.9103898416730183,0.23986294923815876
500,10,G,v,-0.5,-0.27806563002718077,0.022994576953351498
1e3,10,G,v,-0.5,-0.4820338679640094,0.2274213396012783
100,25,G,v,-0.5,2.4083150289520776,0.014609954843763262
500,25,G,v,-0.5,-3.0989274925881896,0.004847855947446078
1e3,25,G,v,-0.5,-7.0053821609445235,0.245173356262967
100,50,G,v,-0.5,-1.0085252552576258,0.021154671907424927
500,50,G,v,-0.5,-0.43321696367703,0.21636820823187009
1e3,50,G,v,-0.5,0.40259941536628974,0.22602549253497273
100,10,J,v,-0.5,-3.638500719642684,0.054907366808038205
500,10,J,v,-0.5,-2.326495594545564,0.07623849029187113
1e3,10,J,v,-0.5,-2.907516820818234,0.1482063289731741
100,25,J,v,-0.5,0.07993549366633068,0.08489221555646509
500,25,J,v,-0.5,-2.00083981867202,0.09556042577605695
1e3,25,J,v,-0.5,0.5364546615717984,0.16005431005032733
100,50,J,v,-0.5,-1.362502485480661,0.16956057416973636
500,50,J,v,-0.5,-4.679340300590432,0.22221571888076141
1e3,50,J,v,-0.5,-3.9700759115139563,0.08742468268610537
100,10,N,v,-0.5,-3.4635353017172728,0.24608919851016253
500,10,N,v,-0.5,-0.44351311190129117,0.10925501870224252
1e3,10,N,v,-0.5,-2.439545478127336,0.012692662538029253
100,25,N,v,-0.5,-1.7798140610261806,0.025591588579118252
500,25,N,v,-0.5,-0.17284497424277517,0.09265001519815996
1e3,25,N,v,-0.5,-0.8314308480867003,0.10489700618200004
100,50,N,v,-0.5,-3.7504808985923566,0.12993258913047612
500,50,N,v,-0.5,0.3240972400968829,0.19198798097204417
1e3,50,N,v,-0.5,-2.363446734289293,0.23172345088096336
100,10,G,z,-0.5,1.5186058046353295,0.03386329626664519
500,10,G,z,-0.5,-2.922258847205859,0.03460108692524955
1e3,10,G,z,-0.5,-5.524297964574008,0.15599342831410468
100,25,G,z,-0.5,-2.1408439496587293,0.19636601203819737
500,25,G,z,-0.5,0.24773148468791517,0.23581902112346143
1e3,25,G,z,-0.5,-4.051411393537975,0.12188863841583952
100,50,G,z,-0.5,-0.2530925724714988,0.050535259768366814
500,50,G,z,-0.5,1.0046820162438481,0.14220780361210927
1e3,50,G,z,-0.5,4.4851856095728335,0.16732379456516355
100,10,J,z,-0.5,4.951864462951273,0.1636559308390133
500,10,J,z,-0.5,2.5518585359944637,0.010833866836037487
1e3,10,J,z,-0.5,1.1096916085619042,0.15655191999394447
100,25,J,z,-0.5,3.1728999880901037,0.14093056513229385
500,25,J,z,-0.5,-1.7849375282486855,0.11992684350116178
1e3,25,J,z,-0.5,-6.378688638204489,0.17411079921294004
100,50,J,z,-0.5,1.9174219261874978,0.24957257561618462
500,50,J,z,-0.5,1.0590241044742923,0.10849260550457984
1e3,50,J,z,-0.5,1.1138198014213916,0.04447266971692443
100,10,N,z,-0.5,1.0853567113322586,0.17234137491323054
500,10,N,z,-0.5,-6.401566263877379,0.17026322887977585
1e3,10,N,z,-0.5,0.6391507583437974,0.13695823511807248
100,25,N,z,-0.5,-0.9348401058735245,0.15062441577902064
500,25,N,z,-0.5,-0.5540153950168617,0.08181322104064748
1e3,25,N,z,-0.5,0.797190320219207,0.11505916097667068
100,50,N,z,-0.5,0.3750048684727507,0.14458440948510543
500,50,N,z,-0.5,-1.9351004120691624,0.030892747920006514
1e3,50,N,z,-0.5,-1.9376225626837382,0.1585008663823828
100,10,G,o,-0.5,1.55599813214112,0.10591385018778965
500,10,G,o,-0.5,3.2504632760796146,0.20733749156352133
1e3,10,G,o,-0.5,-2.8743369825662475,0.17106066562701017
100,25,G,o,-0.5,-0.7573165290577167,0.21297396975569427
500,25,G,o,-0.5,-0.22460730673654872,0.18742975301574916
1e3,25,G,o,-0.5,-4.366920206783648,0.2077143806964159
100,50,G,o,-0.5,-2.960849479716637,0.24256899388274178
500,50,G,o,-0.5,3.3997783243850157,0.2421419054735452
1e3,50,G,o,-0.5,-6.303995969041539,0.21765848324866965
100,10,J,o,-0.5,-4.297284849101723,0.16736847470747307
500,10,J,o,-0.5,0.14881697880565603,0.025270522164646536
1e3,10,J,o,-0.5,-4.196965041759522,0.21498260070802644
100,25,J,o,-0.5,-4.39653481845071,0.22071592148859054
500,25,J,o,-0.5,-1.880582326854845,0.23739977373043075
1e3,25,J,o,-0.5,2.545006312679729,0.050091113487724215
100,50,J,o,-0.5,-0.8129205794041641,0.2068580463528633
500,50,J,o,-0.5,-4.280315554811375,0.23805690865265206
1e3,50,J,o,-0.5,3.7353854029579967,0.24138017714722082
100,10,N,o,-0.5,-1.064259889326347,0.249613422784023
500,10,N,o,-0.5,-0.5506645568243896,0.14873594109667465
1e3,10,N,o,-0.5,0.16928559897494966,0.010082316352054477
100,25,N,o,-0.5,-0.8603805530327786,0.04651371709769592
500,25,N,o,-0.5,-0.510161718714308,0.1398958516656421
1e3,25,N,o,-0.5,-0.35237769652080997,0.06693116103997454
100,50,N,o,-0.5,0.7953384527143357,0.08624394668731838
500,50,N,o,-0.5,2.250800146178948,0.049953805108089
1e3,50,N,o,-0.5,-4.496426876624185,0.1266708379262127
100,10,G,x,0,1.3642272986534685,0
500,10,G,x,0,1.3145281368690258,0
1e3,10,G,x,0,-1.6768980851211313,0
100,25,G,x,0,-5.68418207036743,0
500,25,G,x,0,-2.3228213079006728,0
1e3,25,G,x,0,2.934438387314537,0
100,50,G,x,0,-0.9392392391360936,0
500,50,G,x,0,1.2284955301607916,0
1e3,50,G,x,0,-1.559915138870186,0
100,10,J,x,0,-3.497962546023507,0
500,10,J,x,0,-0.4560355091826108,0
1e3,10,J,x,0,1.0664914471308828,0
100,25,J,x,0,1.3563923735661196,0
500,25,J,x,0,3.302456136339578,0
1e3,25,J,x,0,2.504452271168183,0
100,50,J,x,0,-0.4197281990047257,0
500,50,J,x,0,0.29706946821326513,0
1e3,50,J,x,0,2.3149593689344883,0
100,10,N,x,0,1.9742411201485985,0
500,10,N,x,0,-4.194498506203526,0
1e3,10,N,x,0,1.6321146124928463,0
100,25,N,x,0,-2.444474619496289,0
500,25,N,x,0,-4.155017779719416,0
1e3,25,N,x,0,-0.5164085623351452,0
100,50,N,x,0,-4.055875355497315,0
500,50,N,x,0,-3.4706105751810443,0
1e3,50,N,x,0,-1.4603587105735962,0
100,10,G,f,0,1.6852780647715815,0
500,10,G,f,0,-2.386215355185134,0
1e3,10,G,f,0,-1.5822938091824046,0
100,25,G,f,0,-2.563001229892197,0
500,25,G,f,0,2.446937699224663,0
1e3,25,G,f,0,0.08238609093722087,0
100,50,G,f,0,-0.1613695628577989,0
500,50,G,f,0,-3.1637834451997278,0
1e3,50,G,f,0,-1.9559139069192817,0
100,10,J,f,0,0.7736726545125,0
500,10,J,f,0,0.31434340705320796,0
1e3,10,J,f,0,-1.0909141332892083,0
100,25,J,f,0,0.6555499245852839,0
500,25,J,f,0,-1.9383235621956454,0
1e3,25,J,f,0,-3.026011865240769,0
100,50,J,f,0,0.4722706534617564,0
500,50,J,f,0,0.922278343707572,0
1e3,50,J,f,0,-1.928999732843138,0
100,10,N,f,0,1.7455288684473707,0
500,10,N,f,0,-0.07187778326429171,0
1e3,10,N,f,0,-0.2347509660056293,0
100,25,N,f,0,-1.5632277229650358,0
500,25,N,f,0,1.1157978157120343,0
1e3,25,N,f,0,1.440613734891734,0
100,50,N,f,0,-1.1464712873597251,0
500,50,N,f,0,1.8674700893703562,0
1e3,50,N,f,0,2.757384082764178,0
100,10,G,v,0,2.0602984396770725,0
500,10,G,v,0,2.3307090713169463,0
1e3,10,G,v,0,-1.6504439797711472,0
100,25,G,v,0,-0.4835887262251701,0
500,25,G,v,0,-2.2072176629932194,0
1e3,25,G,v,0,-1.2168486577318172,0
100,50,G,v,0,2.330871199077607,0
500,50,G,v,0,0.9562307722564772,0
1e3,50,G,v,0,0.3648917720634297,0
100,10,J,v,0,2.387896669652414,0
500,10,J,v,0,-1.0550783125393581,0
1e3,10,J,v,0,-4.245723397600144,0
100,25,J,v,0,2.2975558184034592,0
500,25,J,v,0,0.039799622540660926,0
1e3,25,J,v,0,-3.059872593965619,0
100,50,J,v,0,-1.1490911474099494,0
500,50,J,v,0,1.2901742137523573,0
1e3,50,J,v,0,-0.27490133338523554,0
100,10,N,v,0,1.9244163250715123,0
500,10,N,v,0,-0.5777744101047072,0
1e3,10,N,v,0,-3.5978597662464176,0
100,25,N,v,0,-0.24716739009772332,0
500,25,N,v,0,1.6475779029269957,0
1e3,25,N,v,0,0.5654945707700163,0
100,50,N,v,0,-2.3239699965265848,0
500,50,N,v,0,-1.9066902841559958,0
1e3,50,N,v,0,-2.8369267573748576,0
100,10,G,z,0,2.8087934885190577,0
500,10,G,z,0,0.522835635585001,0
1e3,10,G,z,0,-2.646083303290303,0
100,25,G,z,0,-0.4049218935851963,0
500,25,G,z,0,1.942424924609158,0
1e3,25,G,z,0,0.09582349405285874,0
100,50,G,z,0,0.6176919286820047,0
500,50,G,z,0,-2.178838727633734,0
1e3,50,G,z,0,-0.6790561947306618,0
100,10,J,z,0,-0.09496726678613351,0
500,10,J,z,0,2.241781842054813,0
1e3,10,J,z,0,-1.0348210653147047,0
100,25,J,z,0,-0.4477556727524366,0
500,25,J,z,0,3.143979454983049,0
1e3,25,J,z,0,1.9388154478051742,0
100,50,J,z,0,0.008297705768480199,0
500,50,J,z,0,1.0291071160700198,0
1e3,50,J,z,0,0.9202484871778186,0
100,10,N,z,0,1.4605542998921939,0
500,10,N,z,0,4.014285259527145,0
1e3,10,N,z,0,-5.894759404269256,0
100,25,N,z,0,-1.0452908445638864,0
500,25,N,z,0,0.6547673567780888,0
1e3,25,N,z,0,1.475492758489835,0
100,50,N,z,0,-0.7196451217138614,0
500,50,N,z,0,2.7989982055318072,0
1e3,50,N,z,0,1.9265176649649995,0
100,10,G,o,0,-0.5190267803490967,0
500,10,G,o,0,0.07268829461462568,0
1e3,10,G,o,0,-0.6892588213369198,0
100,25,G,o,0,0.269232711401958,0
500,25,G,o,0,0.07139792759423524,0
1e3,25,G,o,0,1.3564875057944343,0
100,50,G,o,0,0.7623298334814506,0
500,50,G,o,0,-3.1297052038174007,0
1e3,50,G,o,0,0.5502554563407535,0
100,10,J,o,0,-1.4254824018788719,0
500,10,J,o,0,-1.0953741373945132,0
1e3,10,J,o,0,-1.0735449488290372,0
100,25,J,o,0,0.5868666718296911,0
500,25,J,o,0,-0.6594553377770714,0
1e3,25,J,o,0,-2.0024646490583846,0
100,50,J,o,0,0.3364017949573582,0
500,50,J,o,0,4.515957043964978,0
1e3,50,J,o,0,-0.7453418156981786,0
100,10,N,o,0,1.2471579425759345,0
500,10,N,o,0,-0.4991826878236322,0
1e3,10,N,o,0,-2.659071997457419,0
100,25,N,o,0,-0.9748988935658677,0
500,25,N,o,0,0.26935418760463403,0
1e3,25,N,o,0,0.4369747603433225,0
100,50,N,o,0,0.2445869346196865,0
500,50,N,o,0,2.4928759270780803,0
1e3,50,N,o,0,1.9727005735622265,0
100,10,G,x,0.5,0.16110640481231492,0.2049967244383879
500,10,G,x,0.5,-0.13426726521722943,0.2166744688875042
1e3,10,G,x,0.5,0.13870239457233968,0.10652490827487782
100,25,G,x,0.5,1.132246982017819,0.011318046192172915
500,25,G,x,0.5,2.9310124975627696,0.10919950267998502
1e3,25,G,x,0.5,0.11761397739195745,0.021958378492854536
100,50,G,x,0.5,0.21126005623484884,0.1720467324485071
500,50,G,x,0.5,1.1497372143034577,0.0831418419838883
1e3,50,G,x,0.5,1.0645205668025144,0.22033900866517797
100,10,J,x,0.5,0.06228589441858445,0.12070266634691507
500,10,J,x,0.5,-0.5700853151307639,0.17036996828392148
1e3,10,J,x,0.5,1.620450196383263,0.14396828546887264
100,25,J,x,0.5,-0.08964876302387337,0.10772436705883592
500,25,J,x,0.5,2.127540435765085,0.09504655160708353
1e3,25,J,x,0.5,1.1866287775547342,0.013013639254495502
100,50,J,x,0.5,0.905628050000108,0.24952433590078726
500,50,J,x,0.5,3.0925818127286058,0.09783570526633412
1e3,50,J,x,0.5,-0.9437451889410677,0.0761829613475129
100,10,N,x,0.5,2.8488059845713387,0.24877112969988957
500,10,N,x,0.5,0.7866140626449534,0.13670315471244976
1e3,10,N,x,0.5,0.05266932240571309,0.03757456410676241
100,25,N,x,0.5,-0.9080310525426452,0.13290544046321884
500,25,N,x,0.5,0.1457192502965513,0.03365230665076524
1e3,25,N,x,0.5,-1.3565095317905478,0.06039236125070602
100,50,N,x,0.5,-0.806805527155201,0.20502402551937848
500,50,N,x,0.5,-0.975617526725348,0.18293222453212366
1e3,50,N,x,0.5,-1.318727076921915,0.12791190936695784
100,10,G,f,0.5,-0.40156639033470376,0.17632851988309994
500,10,G,f,0.5,0.4313246722325989,0.047149652789812535
1e3,10,G,f,0.5,0.1757776500527345,0.15156907826894894
100,25,G,f,0.5,-0.33722746002235215,0.030977506132330745
500,25,G,f,0.5,1.2703770800980452,0.1822392449248582
1e3,25,G,f,0.5,0.22021160741024626,9.937920840457082e-4
100,50,G,f,0.5,-0.381428540389917,0.06916399038163945
500,50,G,f,0.5,-0.19474783744919988,0.22104509151540697
1e3,50,G,f,0.5,2.9337532338972125,0.23427936964435503
100,10,J,f,0.5,1.1141110865659205,0.24281451723072678
500,10,J,f,0.5,-0.8437802927234195,0.05030759534565732
1e3,10,J,f,0.5,3.3843146328245624,0.051581968378741294
100,25,J,f,0.5,-0.6647761658677918,0.1940798443974927
500,25,J,f,0.5,0.5922983780089414,0.1397820066777058
1e3,25,J,f,0.5,-0.14577881989377584,0.12150126666529104
100,50,J,f,0.5,1.4966144237271917,0.24670652451459318
500,50,J,f,0.5,-2.388337948607805,0.0014131703646853566
1e3,50,J,f,0.5,-0.3156503267801243,0.12121101171942428
100,10,N,f,0.5,2.008489310701322,0.09565616422332823
500,10,N,f,0.5,-0.682832908385997,0.15597107633948326
1e3,10,N,f,0.5,-0.4599264038173392,0.1371123744174838
100,25,N,f,0.5,-0.03741550014775674,0.02540903934277594
500,25,N,f,0.5,-0.9753860357885125,0.04586918494896963
1e3,25,N,f,0.5,0.32534167838790296,0.1418101702001877
100,50,N,f,0.5,0.5778441157345916,0.10866786894621328
500,50,N,f,0.5,-3.0442199391181193,0.04907740210182965
1e3,50,N,f,0.5,2.4556616567130347,0.09134389774408191
100,10,G,v,0.5,-1.3604741591790444,0.2471182636800222
500,10,G,v,0.5,-0.06297039703775531,0.23162570322165266
1e3,10,G,v,0.5,-0.9128281594081611,0.20787163340719417
100,25,G,v,0.5,2.0962828769696307,0.069576783396769315
500,25,G,v,0.5,-0.8708810360809351,0.1747998388018459
1e3,25,G,v,0.5,0.44528490972730717,0.1447546569397673
100,50,G,v,0.5,2.5259087189843346,0.14723678020527586
500,50,G,v,0.5,1.722835951072612,0.12703832011902705
